air_conditioning,alarm,area_gross,area_land,area_net,central_heating,condition,construction_year,county,description,energy,fireplace,garage,local,location,others,parking,pool,price,storage,title,toilets,type
False,False,,,50,False,Usado,,Lisboa,"Vende-se duas moradias na Ajuda.   Vende-se duas moradias, interligadas entre si e vendidas em conjunto, com logradouro (60 m2) na Ajuda - Lisboa.   Piso 0 – Cozinha, sala de estar e de jantar, um quarto, wc completo e acesso ao logradouro. Piso 1 – Dois quartos com excelentes áreas.   A necessitar de alguns melhoramentos.   Localizado numa zona central, próximo ao Palácio Nacional da Ajuda e ao Polo Universitário.   Somos intermediários de crédito devidamente autorizados pelo Banco de Portugal, com o nº 0004006 e fazemos a gestão de todo o seu processo de financiamento sempre com as melhores soluções do mercado.  Venha visitar, esta excelente oportunidade de negócio.  Categoria Energética: F",F,False,,,Ajuda,,False,False,265000,False,Vende-se duas moradias na Ajuda.,1,T3
False,False,48,48,48,False,Em construção,1957,Lisboa,Conjunto de duas moradias com logradouro vendidas em conjunto junto ao polo universitário da Ajuda. Entrada principal feita pela moradia 5 com acesso a sala ampla e cozinha. Logradouro com dimensões generosas. Aproveitamento de zona de sótão em toda a dimensão das duas moradias com entradas de luz. A 5 minutos a pé da Faculdade de Arquitectura e de Veterinária de Lisboa. Set of two houses with patio sold together with the university center of Ajuda. Main entrance made by house 5 with access to a large living room and kitchen. Patio with generous dimensions. Use of attic area in the entire dimension of the two houses with light inputs. 5 minutes walk from the Faculty of Architecture and Veterinary of Lisbon. Ensemble de deux maisons avec patio vendu avec le centre universitaire dAjuda. Entrée principale faite par la maison 5 avec accès au grand séjour et cuisine. Patio aux dimensions généreuses. Utilisation du grenier dans toute la dimension des deux maisons avec apports lumineux. A 5 minutes à pied de la Faculté dArchitecture et Vétérinaire de Lisbonne.,E,False,,,Ajuda,,False,False,265000,False,Moradia T3 Ajuda,,T3
False,False,,,96,False,Usado,,Lisboa,"2 Moradias com terraço para venda na Ajuda  Duas moradias na Ajuda por remodelar, vendidas em conjunto, localizadas junto ao Polo Universitário da Ajuda, a 2 minutos do Jardim do Miradouro e a 6 minutos do Clube de Ténis do Monsanto e do Pavilhão de Exposições da Tapada da Ajuda.  Moradias com vista de cidade, compostas por duas salas, cozinha, três quartos, wc e logradouro.  Imóveis ideais para investidores. Poderá ser usado como residência de estudantes.  Área total das moradias 96 m2 (48 m2 cada).  Ref 91256.  ______ Fundada há 19 anos, a Condelix é uma agência imobiliária de capital português que assume, actualmente, uma posição privilegiada no mercado imobiliário nacional. Com sólidas sinergias com uma rede de construtores, entidades bancárias e fundos de investimento, garantimos uma abordagem unificada para os nossos clientes, onde quer que estejam e em qualquer localização que desejem comprar, arrendar ou vender um imóvel.  Categoria Energética: E",E,False,,,Ajuda,,False,False,265000,False,2 Moradias para venda na Ajuda,1,T3
False,False,1400,1400,1,False,Usado,,Lisboa,"VILA situada no coração de Lisboa, Campo Ourique, Típica vila Lisboeta; Em local muito central,  em propriedade total,  composta por 31 imóveis, alguns com R/chão e 1º andar; Tipologias T1 e T2; Sendo 6 apartamentos com renda antiga e 8 frações arrendadas com contrato de arrendamentos recentes (1 ano); Com muitos melhoramentos Excelente para investimento, rendimento acima da média;  -  VILA located in the heart of Lisbon, Campo Ourique, Typical Lisbon village; In a very central place,  on full ownership,  composed of 31 properties, some with ground floor and 1st floor; Typologies T1 and T2; being six apartments with old rent and eight fractions leased with recent lease contracts (1 year) With many improvements Excellent for investment, above average yield;  Categoria Energética: D",D,False,,,Campo de Ourique,,False,False,2150000,False,Vila em Campo de Ourique - Típica e Muito central,,T10 ou superior
False,False,48,,48,False,Para recuperar,,Lisboa,"Duas moradias (frações autónomas) que se encontram interligadas, vendidas em conjunto no bairro Casalinho da Ajuda.  A área útil total registada em caderneta predial das moradias é de 48m2, contudo, não é contabilizada a área de aproveitamento de sótão, bem como as alterações já efetuadas nas moradias.  A moradia nº5 é composta por uma sala ampla, cozinha com zona de refeição e lavandaria. A moradia nº6 é composta por uma sala, WC e um quarto. É ainda através desta moradia que temos acesso a um amplo e privativo logradouro.  O aproveitamento do sótão é o complemento desta moradia. Bastante espaçoso e dividido para a possibilidade de se fazerem mais dois quartos.  A sua localização acaba por tornar esta moradia uma excelente oportunidade de investimento, seja através do arrendamento jovem, isto porque fica muito próxima ao Polo Universitário da Ajuda, ou até mesmo para alojamento local na cidade de Lisboa.  Locais relevantes (de carro):  1 min. - Polo Universitário da Ajuda 4 min. - Jardim dos Montes Claros (Monsanto) 5 min. - Hospital Egas Moniz 6 min. - Estação de comboios de Belém 7 min. - Mosteiro dos Jerónimos  Transportes (a pé): 1 min. - Autocarro 742 / 760 6 min. - Elétrico 18E  Sempre disponíveis para o esclarecimento de qualquer questão, contacte para um imóvel à sua medida.  Categoria Energética: E",E,False,,,Ajuda,,False,False,265000,False,"Moradia T3 com logradouro - Ajuda, Lisboa",,T3
False,False,45,30,45,False,Renovado,,Lisboa,"Moradia T1+1 para venda no Príncipe Real, Lisboa  Pequena Moradia T1+1 inserida num tradicional Páteo Alfacinha.  Num dos mais distintos bairros de Lisboa, onde a tradição se impõe, o Principe Real é uma zona de excelência.  Uma das zonas mais valorizadas da cidade, pode encontrar esta acolhedora casa, onde nada foi deixado ao acaso.  Procurado por artistas este bairro é um dos mais procurados e valorizados da cidade.  Imóvel enquadrado no programa Golden Visa.  REF 97475. Veja este e outros imóveis em  (url)  Intermediário de crédito aprovado pelo Banco de Portugal. Tratamos de toda a documentação sem custos para o cliente. ______ Fundada há 19 anos, a Condelix é uma agência imobiliária de capital português que assume, atualmente, uma posição privilegiada no mercado imobiliário nacional. Com sólidas sinergias com uma rede de construtores, entidades bancárias e fundos de investimento, garantimos uma abordagem unificada para os nossos clientes, onde quer que estejam e em qualquer localização que desejem comprar, arrendar ou vender um imóvel.  Categoria Energética: C",C,False,,,Misericórdia,,False,False,350000,False,"Moradia T1+1 remodelada para venda no Príncipe Real, Lisboa",1,T1
False,False,,,48,False,Para recuperar,1980,Lisboa,"Moradias térreas com logradouro - Ajuda - Lisboa  Duas moradias geminadas, com logradouro comum, vendidas em conjunto, para reconstruir/remodelar. Localizadas junto ao Polo Universitário da Ajuda. R/C : Hall, com acesso à cozinha e sala, com salamandra, corredor com acesso a um dos quartos, à casa de banho (completa com banheira) e ao logradouro, suite, escada de madeira com acesso ao sótão, onde existem mais 3 quartos com roupeiro. A área desafogada do sótão permite a criação de quarto extra. Imóvel com grande potencial de rentabilização como residência para estudantes (entre 350-400 Euros mensais/quarto). Pontos de interesse da zona: Palácio Nacional, Parque Florestal de Monsanto, Jardim Botânico, Instituto Português do Património Arquitetónico, Igreja da Memória..etc #ref: 62533",E,False,,,Ajuda,,False,False,265000,False,Moradia - 48 m2 - T4,2,T4
False,False,110,243,110,False,,1951,Arroios,"Porque há espaços em Lisboa que não devemos perder !!!   Situado numa zona central de Lisboa, poderá encontrar este espaço multifuncional que poderá acolher a sua atividade profissional aliada ao conforto de um magnifico Loft.   Preparado para varias atividades, este espaço poderá também acolher atividades ligadas à produções audiovisuais, tendo também sido concebido para o efeito.   Charmoso e totalmente remodelado com materiais nobres, inserido numa zona central de Lisboa num local cheio de vida, rodeado de todo o tipo de comércios e serviços, farmácia, transportes a porta onde poderá encontrar o metro a 100mts.  Ao adquirir este Atelier/loft terá a oportunidade única de poder usufruir de um ambiente de requinte, conforto e charme na cidade de lisboa.    Contactar-me e venha visitar!",,False,,,Rua Andrade,,False,False,298000,False,Magnifico Atelier/Loft de charme com Terraço,2,T2
False,False,650,828,650,False,,1897,Estrela,"O edifício da Rua do Sacramento à Lapa foi encomendado em 1897 por José Joaquim Pinto da Silva, 2º Visconde de Sacavém (1863-1928), homem apaixonado pela arte da cerâmica, insigne colecionador e mecenas de diversos artistas, ao arquitecto H. Faria Blanc. Joaquim Pinto da Silva foi ele próprio um reputado ceramista, produzindo peças nas oficinas das Caldas da Rainha. atribuem ao próprio Visconde a autoria das peças cerâmicas colocadas em 1900 na casa da Lapa, após a conclusão da sua construção, peças estas muito influenciadas pela Escola de Rafael Bordalo Pinheiro.  O Palacete tem 20 divisões, 6 WC e um miradouro na forma de torre com vista panorâmica sobre o Rio Tejo. Dimensões do imóvel: A sua singular localização e excelência da zona envolvente, fazem deste imóvel, um produto único do imobiliário de Lisboa.",F,False,,,Rua do Sacramento à Lapa,,True,False,5400000,False,Moradia T20 para venda,,T10 ou superior
False,False,396,,315,False,Para recuperar,,Lisboa,"Para investimento. Conjunto imóveis que constituem Vila, para RECUPERAR, com PIP aprovado para 11 apartamentos T0.  Cada um com cerca de 35m2 e a maioria com Logradouro.  Fica situado entre a RUA REPUBLICA DA BOLÍVIA e a ESTRADA DE BENFICA!  Estacionamento fácil.  Excelente investimento para Recuperar e Vender ou Recuperar e Arrendar.  Se procura um bom investimento, poderá ser uma solução!  Para mais informações, não hesite em contactar! Funnyhouse a sua imobiliária de confiança.  Fotos ilustrativas.  *As informações aqui disponibilizadas são de cariz meramente informativo, não sendo vinculativas e não dispensando, por isso, a consulta das mesmas junto da Imobiliária.  Categoria Energética: Isento",Isento,False,,,Benfica,,False,False,980000,False,Benfica - Venda conjunta imóveis.,1,T0
False,False,"140,08","249,42","128,84",False,Usado,1971,Lisboa,"Moradia remodelada, inserida num lote de 249m2 no Bairro de Santa Cruz de Benfica, um bairro com bons acessos, espaços verdes (Parque Silva Porto), rede de transportes públicos, comércio variado e onde pode encontrar um dos famosos mercados de Lisboa, o Mercado de Benfica com produtos frescos diariamente.   Composta por 2 pisos com bastante luz natural, boas áreas e um layout funcional encontramos no rés-do-chão uma cozinha semi-equipada com espaço de refeições e sala de estar em open space. Uma despensa e um espaço de arrumos bem como uma casa de banho de serviço. Primeiro andar com 3 quartos (um deles em suíte com walk in closet) e uma casa de banho comum.  Exterior com jardim, logradouro, churrasqueira, arrecadação e lugar de estacionamento para 2 viaturas.  Para maior conforto e comodidade, possui ainda: - Ar condicionado em todas as divisões; - Cozinha semi-equipada com Microondas, forno, exaustor e placa a gás canalizado; - Caixilharia em alumínio com corte térmico, vidros triplos anti-intrusão e sistema de oscilobatente; - Estores elétricos; - Aspiração central; - Painel solar para aquecimento de águas; - Alarme com sistema de videovigilância CCTV.   Viver na capital com espaço e privacidade é possivel! Venha ver por si mesmo!  Categoria Energética: B-",B-,False,,,Benfica,,False,False,675000,False,Moradia remodelada no Bairro Santa Cruz em Benfica - Lisboa,3,T3
True,True,"638,42","710,90","638,42",True,Novo,,Lisboa,"Situada no bairro do Restelo, uma localização privilegiada perto do Rio Tejo e a algumas das principais atrações turísticas e culturais de Lisboa, tais como, o Mosteiro dos Jerónimos, a Torre de Belém, o Padrão dos Descobrimentos, o Centro Cultural de Belém, o Museu dos Coches, o MAAT e os Pastéis de Belém, esta moradia totalmente renovada e transmite a ligação perfeita entre a reabilitação e a arquitetura contemporânea, mantendo a traça original com os materiais modernos, que nos levam para um ambiente sofisticado, com pormenores exclusivos.  Inserida num lote de 711 metros quadrados (m2) e com uma área bruta de construção de 526 m2, a casa tem cinco suites com decoração Hermés, com áreas generosas, sendo uma delas com recuperador de calor e um closet amplo e muito bem organizado salas comuns, casa-de-jantar, cozinha, vários terraços, garagem e barbecue, entre outras.  Sempre presente a amplitude dos espaços tanto interiores como exteriores, o elemento água predomina em toda a sua dimensão, através da cascata que se transforma no espelho de água da piscina, dando continuidade à envolvência dos anexos camuflados pelos três azulejos verdes dimensionais com a arquitetura paisagística.  A casa está rodeada por um jardim cortês e acolhedor que nos convida a desfrutar da piscina iminente e subtil.  Não perca a oportunidade de morar nesta moradia tão exclusiva!  Categoria Energética: B",B,True,True,,Belém,,False,False,4950000,False,Moradia T5 com Piscina no Restelo,4 ou mais,T6
False,False,"90,94",172,80,False,,1949,Lisboa,"Moradia T4 no Bairro de Caselas   Moradia para remodelação total com 5 assoalhadas, distribuídas por 2 pisos. Implantada num lote de 172m2, com um área bruta de 91m2, mais uma zona de arrumos e garagem.   Imóvel composto por 2 pisos, distribuídos da seguinte forma: Rés do Chão com sala, 1 quarto, escritório, cozinha e casa de banho. 1º andar com 3 quartos, casa de banho e acesso ao sotão que poderá ser aproveitado.   O Bairro de Caselas é bastante familiar e tranquilo, maioritariamente constituído por moradias, dispondo de bons acessos rodoviários, vários espaços verdes, tendo escolas e colégios nas proximidades.   Contacte-me e venha visitar.",E,False,True,,Belém,,False,False,465000,True,Moradia T4 para venda,2,T4
False,False,433,559,433,True,Renovado,1966,Lisboa,"LUXUOSA MORADIA DE 8 ASSOALHADAS A ESTREAR NO RESTELO!! Moradia com 8 assoalhadas, num enquadramento fantástico com uma espetacular luminosidade e estrondosa Vista na mais selecta zona do Restelo. A moradia tem 3 pisos harmoniosamente distribuidos: No R/c tem sala de estar, sala jantar, cozinha totalmente equipada a estrear, lavandaria equipada, wc social e maravilhoso jardim em todo o seu redor. No 1º Piso estão 4 suites com uma esplendida varanda panoramica sobre a bela zona do Restelo. No Piso -1 estão, uma zona de arrumos, toda a Zona Técnica, a Garagem para 2 carros, 1 suite, escritório e sala TV. Ar condicionado em todas as divisões, cozinha com zona de refeições e com entrada independente. Está situada na Zona do Restelo / Belém, junto de boas escolas, comércio, serviços, hospitais e rápidos acessos ao centro de Lisboa. A sua familia estará á distancia de um passeio a pé, ao Mosteiro do Jerónimos, ao Centro Cultural de Belém, do Jardim de Belém e do Jardim Tropical. Desfrute desta maravilhosa localização. Contacte-me já!",D,False,True,,Belém,,False,False,2490000,True,Moradia T5 para Venda,4 ou mais,T5
False,False,109,,74,False,,1964,Olivais,"O imóvel em zona tranquila, a cinco minutos do centro de Olivais, próximo de jardins de infância, escolas, e parque público, a poucos minutos de Lisboa. Imóvel totalmente remodelado, com área total 177m2/109m2 construídos. Moradia parcialmente mobilada, composta por dois quartos com casas de banho privativas, uma sala ampla, cozinha totalmente equipada e uma casa de banho social. Casa luminosa com vidros duplos, paneis fotovoltaicos e serviço de segurança.",C,False,,,Rua do Mercado,,False,False,565000,False,Moradia V2 Encarnação - Olivais,3,T2
False,False,,,450,False,Usado,,Lisboa,"Moradia T4 em excelente estado de conservação, amplas áreas. Jardim exterior e jardim de inverno, piscina interior aquecida e garagem para três carros.  Situada numa zona muito central e tranquila de Lisboa.  Categoria Energética: B",B,False,,,Arroios,,False,True,1900000,True,"Moradia T4 em excelente estado de conservação, amplas áreas",4 ou mais,T4
False,False,530,,530,False,Usado,,Lisboa,"Excelente moradia junto ao Jardim das Amoreiras, numa das zonas mais conceituadas de Lisboa. A moradia divide-se em 3 pisos da seguinte forma: Piso 0 - Composto por dois quartos suite, sala de estar, biblioteca com acesso a páteo, lavabo. Neste piso existe também um pequeno apartamento com entrada independente composto por zona de estar, wc e quarto em mezanino. Piso 1 - Onde se encontra toda a zona social, com grande sala de jantar e de estar com acesso a um terraço com 70m2, e também uma cozinha totalmente equipada e espaçosa com acesso ao mesmo terraço. Piso 2 - Neste piso é a zona de quartos, composto por um quarto grande e dois closets com wc. mais dois quartos com um wc.  Tanto o pateo como o terraço tem muita privacidade e tornam esta moradia muito convidativa.  Tem elevador que acede a todos os pisos e garagem para 3 carros. Entre o piso 0 e 1 existe uma zona de serviço composto por quarto de empregada com wc e zona de roupas e armazenamento.  A Porta da Frente Christie's é uma empresa de mediação imobiliária no mercado há mais de duas décadas, focada nos melhores imóveis e empreendimentos, no mercado de venda e arrendamento.  A empresa foi selecionada pela prestigiada marca Christie's – uma das mais reconhecidas leiloeiras, instituições de Arte e Real Estate do mundo - para a representar em Portugal, nas zonas de Lisboa, Cascais, Oeiras, Sintra e Alentejo.  Em Lisboa, na Avenida da Liberdade, 204 2º esq, a equipa especializada nos vários bairros da cidade, trabalha para um serviço de excelência. Teremos todo o gosto em recebê-lo.  Categoria Energética: C",C,False,,,Santo António,,False,False,Preçosobconsulta,True,"Excelente moradia junto ao Jardim das Amoreiras, numa das...",4 ou mais,T7
False,False,42,70,70,False,Usado,1957,Lisboa,"No Coração da Freguesia da Ajuda, temos estas Duas Moradias   que serão vendidas em conjunto.   Sendo uma vasta e variadas opções de escolha,  tendo em conta a   zona onde se encontram inseridas, sendo ideal para alojamento   local ou turístico.  Pode no entanto ser a sua Habitação Permanente, igualando  este imóvel à sua circundante. A localização de excelência, varia entre a oferta diversificada de   comércio, serviços, transportes públicos e as boas acessibilidades às principais vias rápidas. Ao vender-se estas 2 pequenas moradias em banda.  É uma oportunidade de ter uma moradia a baixo preço no centro da   Cidade ou, como investimento uma boa opção para residência   de estudantes pela proximidade ao Pólo Universitário da   Ajuda e à nova Residência de Estudantes da   Universidade de Lisboa.  Localizadas no Bairro do Casalinho da Ajuda, esta é uma zona bem   servida de transportes públicos.  Com o Palácio da Ajuda e o Jardim Botânico a 15 minutos.   Encontra-se rodeado de equipamentos, serviços e de comércio local. Tem fácil acesso ao mercado municipal da Boa Hora, às   Ruas de comércio local Calçada da Ajuda e Travessa da   Boa Hora, Belém e ao Parque de Monsanto. Encontra-se a 10 minutos (de carro) da frente ribeirinha de Belém onde pode desfrutar de um passeio junto ao rio ou visitar os monumentos   Históricos existentes nesta zona.   Poderá também usufruir dos Jardins de Belém ou do Jardim   Botânico Tropical.   Para visitar nesta zona, tem o Planetário, o Museu da Marinha, o   Mosteiro dos Jerónimos, o Centro Cultural de Belém, a   Torre de Belém, o Padrão dos Descobrimentos, o   Museu dos Coches e o Museu de Arte. Era uma casa  Muito engraçada  Não tinha teto  Não tinha nada  Ninguém podia  Entrar nela não  Porque na casa  Não tinha chão  Ninguém podia  Dormir na rede  Porque a casa  Não tinha parede  Ninguém podia  Fazer pipi  Porque penico  Não tinha ali  Mas era feita  Com muito esmero  Na Rua dos Bobos",E,False,,,Ajuda,,False,False,265000,False,Duas Moradias numa Só na Ajuda,2,T3
True,False,260,100,222,True,Renovado,1977,Lisboa,"Moradia T3 com vista para a reserva natural de Monsanto, situada no centro de Campolide perto das Amoreiras. Composta por 3 pisos em que ainda faz parte um sótão, um terraço, um jardim e garagem. Equipada com aquecimento central, ar condicionado, pré instalação de aspiração central, vidros duplos. Ao entrar temos um halll de entrada com acesso aos pisos superior e piso inferior, seguindo temos uma sala de estar e de jantar com 35 m2, esta sala tem acesso ao terraço do piso térreo que fica virado para a reserva natural de Monsanto. Ainda neste piso encontramos a cozinha totalmente equipada com fogão à gás, frigorifico, maquina de lavar loiça, dispensa, e ainda uma casa de banho comum. Subindo ao piso superior encontramos um hall de acesso aos 3 quartos, dois quartos com roupeiros embutidos com áreas de 13 m2 e entre estes dois quartos temos uma casa de banho comum para estes, completamente equipada. Seguindo temos o terceiro quarto que é a suite, com uma área de 15 m2, com roupeiros embutidos, casa de banho com lavatório duplo, a suite tem um terraço com vista incrível sobre a verdejante paisagem da reserva natural de Monsanto. Descendo ao piso inferior encontramos uma área muito ampla com cerca de 100m2 que é composta por uma casa de banho, um escritório, que pode ser utilizada para fazer sala de cinema, salão de jogos, ou até mesmo um estúdio, este piso tem ainda uma porta de acesso a garagem e outra com acesso ao jardim. Este jardim privativo dispõe de uma área de 50 m2 e um barbecue feito em pedra pronto a ser usado, ideal para uma boa tarde de verão. A garagem tem capacidade para 1 carro, podendo no entanto, estacionar mais 2 carros na rampa de acesso à garagem. Esta moradia foi totalmente construída de raiz em 2004, apesar de a matriz ser de 1977. A moradia situa se numa rua de moradias em Campolide, numa zona tranquila muito perto do centro comercial das Amoreiras e do Liceu francês Charles Lepierre, frente à reserva natural de Monsanto, e dispõe de vários serviços próximos, como restaurantes, farmácias, supermercados e com facilidade de acesso a transportes como autocarros, metro e comboio. Venha visitar! Carlos Manuel 963623440 (PT) Pedro Martim 917005002 (ENG)",D,True,True,,Campolide,,True,False,975000,False,Moradia Campolide junto ao Liceu Francês construção de 2004,4 ou mais,T3
False,False,152,,152,False,Usado,,Lisboa,"A moradia é composta por 2 pisos e uma área de 152m2.  .  , inclui um amplo salão, em tábua corrida, com cerca de 40 m2, traça antiga, grandes portadas, muita luz e um enorme potencial. Nas portas de ligação das principais assoalhadas foi mantida a pedra de origem dando-lhe não só robustez como desenhando pormenores de grande identidade da construção de uma época. Possui ainda uma sala de refeições, junto à cozinha, com imensas janelas e uma velux sobre a área funcional da cozinha. O chão da cozinha é cerâmico, imitando calçada. , possui dois quartos com áreas generosas, janelas com portadas; um deles com roupeiro embutido, chão tradicional em pedra; o segundo quarto com chão em tábua corrida.  Caminhando, fica a poucos minutos do Coliseu de Lisboa, da Avenida da Liberdade, da Praça dos Restauradores ou do Rossio. Situa-se também muito próximo do Campo dos Mártires da Pátria, da Faculdade das Ciências Médicas e do Hospital Universitário de São José.",F,False,,,Arroios,,True,False,475000,True,"Moradia T2 em Condomínio VILLA, Parqueamento, na Pena",1,T2
False,False,"34,70",,31,False,Usado,1937,Lisboa,"Moradia T2, exposição solar: nascente/sul, estado usado, acessos a pessoas com limitações reduzidas.   Por estar inserida numa pequena vila, confere-lhe uma tranquilidade e privacidade ímpares em Lisboa.   Rua movimentada, comércio tradicional como: cafés, papelaria, restaurantes, farmácia, supermercado, bancos, proximidade com Liceu Francês Charles Lepierre, Universidade Nova de Lisboa (NOVA IMS Information Management School, NOVA School of Law e NOVA Desporto), a 10 minutos a pé tem o Centro Comercial Amoreiras.   Bons acessos a A5 autoestrada de Cascais, A2 autoestrada do SUL pela ponte 25 de Abril, IC19 itinerante que liga a Sintra, 2ª Circular e A1 autoestrada do NORTE.   Tem ainda a distância a pé: Aqueduto das Águas Livres a 2 minutos, Hotel Dom Pedro e Epic SANA Lisboa estão a 10 minutos e Deloitte Hub a 15 minutos.   Estação de Metro Rato a 15 minutos a pé, várias opções de autocarros e linhas de Comboio Azambuja – Sintra e Lisboa - Setúbal.     Se procura conforto, localização e tranquilidade com a exclusividade de um espaço exterior privativo não perca esta oportunidade e venha visitar, sem qualquer tipo de compromisso!   Na fotorreportagem pode verificar dois modelos exemplificativos do que poderá ser realizado nas moradias individualmente ou em conjunto das 3.",,False,,,Campolide,,False,False,160000,False,Moradia T2 para venda,1,T2
False,False,"140,25","120,75","140,25",False,Usado,,Lisboa,"Cozinha + Sala: 45m2, com móveis em Branco e Cinza; Tampo em silestone preto; Forno, Placa, Exaustor, Micro-ondas, Máquina de lavar louça encastrada, Máquina de lavar roupa encastrada, Esquentador e Combinado encastrado             Casa de banho: 2M2  Churrasqueira: 6m2  Logradouro: 20m2 em Calçada Portuguesa                         Casa de Banho: 5m2  Quarto : 20m2 com Roupeiro  Sala / Hall de Entrada: 15m2  Corredor: 5m2  Tudo em pavimento flutuante                Quarto de Criança: 12m2 com Roupeiro  Casa de Banho Criança: 4m2  Quarto Suite: 20m2 com Roupeiro                                 Quarto : 15m2                    Caixilharia lacada a branco com vidros duplos e Oscilo Batentes em todas as assoalhadas. Teto falso com luzes embutidas leds, nos WCs, Hall, Quartos, Cozinha e Sala.        Instalação de Ar Condicionado         Estores Eléctricos         Domótica                          Painéis Solares              Duas Frentes                     Excelente Localização, perto de Transportes, Escolas, Comércio, Bancos, Aeroporto de Lisboa.  Um dos Bairros mais típicos de Lisboa.",C,False,,,Alvalade,,False,False,800000,False,"Moradia V4  em Alvalade ,  Terraço 20m, e  2 lugares estacionamento",3,T4
True,False,,,307,False,Usado,2018,Lisboa,"Luxuosa moradia com cinco suites situada na Quinta dos Alcoutins, uma zona calma com vista privilegiada para o campo de Golfe do Paço do Lumiar. A Quinta dos Alcoutins proporciona a tranquilidade de viver no campo a poucos minutos do centro de Lisboa e do aeroporto. A maior parte da zona são espaços verdes onde se destaca o Campo de Golfe de nove buracos, Putting Green, Driving Range, Academia de Golfe e dois Courts de Ténis. Junto aos Museus do Traje e do Teatro e aos Jardins do Monteiro Mor, em pleno Paço do Lumiar. Último refúgio disponível para viver em Lisboa. É uma oportunidade ímpar que nunca se repetirá. A qualidade de vida que sempre desejou concretiza-se neste cenário único, dentro de um centro urbano, que lhe trará uma nova dimensão de tranquilidade e segurança. Esta magnífica moradia está inserida num lote de terreno de 1060 metros quadrados e está distribuída por três pisos, com uma área bruta de construção de 548m2. No piso 0 podemos encontrar toda a área social, como sala de estar, sala de televisão, sala de jantar e cozinha, totalmente equipada e ainda um WC social. Ainda neste piso, temos uma suite, um escritório e uma sala de brinquedos. No piso 1 podemos encontrar a zona mais privada, onde se encontram as restantes três suites. No piso -1, encontra-se a garagem, uma arrecadação, uma sala de cinema, sala de jogos, lavandaria e quarto de empregada com WC.  No espaço exterior podemos encontrar um fantástico jardim com uma óptima piscina com vista para o golfe. Esta moradia tem uma excelente disposição solar e acabamentos de grande qualidade. A moradia dispõe de um sistema de aquecimento - chão radiante - e ar condicionado em todo o piso 0 e piso 1. Possui também painéis solares que fornece energia ao sistema de aquecimento das águas.",A+,False,,,Lumiar,,False,True,2150000,False,"Moradia, cinco quartos, Lisboa, Paço do Lumiar",,T5
False,False,422,975,352,False,Usado,1945,Lisboa,"Trata-se de uma moradia de 3 pisos acima do solo + mais cave, com 11 assoalhadas, de tipologia T7+1, construída em 1945, mas requalificada em 1976, e que se encontra no seu estado original. A moradia está inserida num  , com uma  , uma   (cave, anexo, claustro, garagem, terraço e varanda) e uma  , repartido em 4 zonas ao redor da moradia. A moradia situa-se na  , freguesia de Alvalade, mesmo abaixo do Parque da Bela Vista. Com enorme potencial para habitação bem como para serviços (empresa, instituição, associação ou equivalente).   Com toda a segurança e o devido distanciamento com os nossos clientes, contacte-me e marque já a sua visita!     Hall - 20,00                         Corredor - 9,50                 Sala Lareira - 19,00                          Salão - 28,50                      Sala de Jantar - 17,00                     I.S. 1 (social) - 4,60                          Cozinha - 15,50                 Lavandaria - 4,50                             I.S. 2 (serviço) - 1,50                       Vão de Escada - 9,50        Vão de escada - 9,50                      Corredor - 11,00                               Quarto 1 - 17,50 Quarto 2 (biblioteca) - 26,00                       I.S. 3 (comum) - 8,90                      Quarto 3 - 12,50                               Quarto 4 (Suite):                                             Zona de Vestir - 12,00                    I.S. 4 (suite) - 6,75                            Zona de Dormir - 21,00  Vão de escada - 9,50                      Corredor - 7,20                 Quarto 5 - 22,00                               Quarto 6 - 16,80                               Quarto 7 - 7,50                  Quarto 8 - 15,20                               Arrumo (esconso) - 18,00                             I.S. 5 (comum) - 5,70       Vão de escada - 9,50 Salão - 78,00 Garrafeira - 9,00 I.S. 6 - 2,50 Copa - 2,50   Claustro - 18,00 Terraço Piso 1 - 29,00 Varanda Piso 2 - 1,00 Anexos - 28,00 Abrigo - 10,00 Garagem - 26,00",E,True,True,,Alvalade,,False,False,2250000,False,Moradia T7 para Venda,4 ou mais,T7
